,clb5_K_Theta,cdh1_K_Theta,Mean_Time
710,28.049999999999997,22.950000000000003,60.894692180915676
711,28.049999999999997,24.65,62.61652344981375
712,28.049999999999997,25.5,63.24717943579762
713,28.049999999999997,28.049999999999997,65.88843593025163
714,28.049999999999997,29.75,67.37297773223187
715,28.049999999999997,24.3,62.65603611430773
716,28.049999999999997,26.099999999999998,63.90420857677583
717,28.049999999999997,27.0,64.76620866174471
718,28.049999999999997,29.7,67.65527983870142
719,28.049999999999997,31.5,68.89471580011737
720,29.75,17.55,58.10383476550881
721,29.75,18.849999999999998,59.29176778452498
722,29.75,19.5,59.7029707385569
723,29.75,21.45,61.73391265590136
724,29.75,22.75,62.33878686276784
725,29.75,18.900000000000002,59.32284030352615
726,29.75,20.3,60.65875551983764
727,29.75,21.0,61.150055545145136
728,29.75,23.099999999999998,62.97575187726209
729,29.75,24.5,64.36445745715807
730,29.75,20.25,60.61246617402172
731,29.75,21.75,61.74129778124978
732,29.75,22.5,62.6032385222248
733,29.75,24.75,64.5632320124359
734,29.75,26.25,65.63356591865245
735,29.75,21.6,61.580759213153726
736,29.75,23.2,63.07465188075448
737,29.75,24.0,64.06084343803673
738,29.75,26.4,66.02186936773445
739,29.75,28.0,67.36449868581909
740,29.75,22.950000000000003,62.80758543211912
741,29.75,24.65,64.4637247858208
742,29.75,25.5,65.30162988235578
743,29.75,28.049999999999997,67.65567575791175
744,29.75,29.75,69.07088757138999
745,29.75,24.3,63.79949494890586
746,29.75,26.099999999999998,65.96372033320121
747,29.75,27.0,66.66153765389143
748,29.75,29.7,69.1435151930307
749,29.75,31.5,70.89721226430979
750,24.3,17.55,52.738785082353395
751,24.3,18.849999999999998,53.66880194962907
752,24.3,19.5,54.447195319045825
753,24.3,21.45,56.25551283980598
754,24.3,22.75,57.16862070664646
755,24.3,18.900000000000002,53.711058403477736
756,24.3,20.3,55.123780934788094
757,24.3,21.0,55.833146937872705
758,24.3,23.099999999999998,57.52135781263055
759,24.3,24.5,58.750478921422456
760,24.3,20.25,55.05188226689496
761,24.3,21.75,56.40251293714809
762,24.3,22.5,57.15852358409117
763,24.3,24.75,59.03799173761118
764,24.3,26.25,60.623652373965285
765,24.3,21.6,56.277900286586686
766,24.3,23.2,57.75856321290267
767,24.3,24.0,58.85877693440468
768,24.3,26.4,60.70290328174524
769,24.3,28.0,61.94163251425957
770,24.3,22.950000000000003,57.223359350488366
771,24.3,24.65,58.71194154454667
772,24.3,25.5,59.58903729098014
773,24.3,28.049999999999997,62.08610443567359
774,24.3,29.75,63.47999514887231
775,24.3,24.3,58.825214937733115
776,24.3,26.099999999999998,60.18611001860541
777,24.3,27.0,61.21267941230712
778,24.3,29.7,63.52777661941946
779,24.3,31.5,64.73725699002577
780,26.099999999999998,17.55,54.31608480051905
781,26.099999999999998,18.849999999999998,55.61852383550793
782,26.099999999999998,19.5,56.11351004282563
783,26.099999999999998,21.45,57.88472275502331
784,26.099999999999998,22.75,59.17382437753216
785,26.099999999999998,18.900000000000002,55.573421540609516
786,26.099999999999998,20.3,56.711496267086375
787,26.099999999999998,21.0,57.33107716611192
788,26.099999999999998,23.099999999999998,59.17456777377732
789,26.099999999999998,24.5,60.54100962206135
790,26.099999999999998,20.25,56.8979624610436
791,26.099999999999998,21.75,58.05819069928288
792,26.099999999999998,22.5,58.92401702557256
793,26.099999999999998,24.75,60.817620970584315
794,26.099999999999998,26.25,62.54097960967872
795,26.099999999999998,21.6,57.876394209778375
796,26.099999999999998,23.2,59.284706301315396
797,26.099999999999998,24.0,60.49774175773501
798,26.099999999999998,26.4,62.57626238631491
799,26.099999999999998,28.0,63.925866826581604
800,26.099999999999998,22.950000000000003,59.15146335191565
801,26.099999999999998,24.65,60.731944061361645
802,26.099999999999998,25.5,61.57349008541311
803,26.099999999999998,28.049999999999997,63.8099144977724
804,26.099999999999998,29.75,65.29991672102699
805,26.099999999999998,24.3,60.3104190412094
806,26.099999999999998,26.099999999999998,62.12230395174341
807,26.099999999999998,27.0,63.01652951887284
808,26.099999999999998,29.7,65.38185577137854
809,26.099999999999998,31.5,67.01232817608316
810,27.0,17.55,55.432919077172265
811,27.0,18.849999999999998,56.529382012169904
812,27.0,19.5,56.83899894603129
813,27.0,21.45,58.80149043185454
814,27.0,22.75,60.32589083423147
815,27.0,18.900000000000002,56.29344514089625
816,27.0,20.3,57.893862078206354
817,27.0,21.0,58.58774716826373
818,27.0,23.099999999999998,60.345021071686496
819,27.0,24.5,61.557391028989365
820,27.0,20.25,57.68947448172054
821,27.0,21.75,59.174065450386784
822,27.0,22.5,59.80621661548785
823,27.0,24.75,61.83284939437457
824,27.0,26.25,63.44429401160658
825,27.0,21.6,58.91687954491836
826,27.0,23.2,60.50186306096373
827,27.0,24.0,61.14099926150825
828,27.0,26.4,63.25161813666724
829,27.0,28.0,64.73755207439535
830,27.0,22.950000000000003,60.06529004775419
831,27.0,24.65,61.849313855013534
832,27.0,25.5,62.5744048187931
833,27.0,28.049999999999997,64.69797732143272
834,27.0,29.75,66.39936333677984
835,27.0,24.3,61.214127944184774
836,27.0,26.099999999999998,63.02965207162646
837,27.0,27.0,64.04825212655436
838,27.0,29.7,66.34606563640233
839,27.0,31.5,68.19673213206316
840,29.7,17.55,57.88634028212469
841,29.7,18.849999999999998,58.922641669089856
842,29.7,19.5,59.706104434125
843,29.7,21.45,61.70314125483043
844,29.7,22.75,62.58224015183522
845,29.7,18.900000000000002,59.396915944976875
846,29.7,20.3,60.44084655779623
847,29.7,21.0,61.2660280975829
848,29.7,23.099999999999998,62.66810521033724
849,29.7,24.5,64.33589284181595
850,29.7,20.25,60.38490838987088
851,29.7,21.75,61.71492735834032
852,29.7,22.5,62.47463041905886
853,29.7,24.75,64.14764885881496
854,29.7,26.25,65.8549314979654
855,29.7,21.6,61.73066269267229
856,29.7,23.2,63.37251512200417
857,29.7,24.0,64.00851824175088
858,29.7,26.4,65.95152562115112
859,29.7,28.0,67.65448116767402
860,29.7,22.950000000000003,62.86932613373763
861,29.7,24.65,64.273256735446
862,29.7,25.5,65.24125995707428
863,29.7,28.049999999999997,67.19140045048998
864,29.7,29.75,69.12081117108262
865,29.7,24.3,63.7909028418601
866,29.7,26.099999999999998,65.6505056566282
867,29.7,27.0,66.30765445689417
868,29.7,29.7,68.92481289720958
869,29.7,31.5,70.52283787909224
870,31.5,17.55,59.69472163470059
871,31.5,18.849999999999998,60.72572900706019
872,31.5,19.5,61.62248621222761
873,31.5,21.45,63.305312127962225
874,31.5,22.75,64.42903487494809
875,31.5,18.900000000000002,61.0865104104962
876,31.5,20.3,61.975170353209045
877,31.5,21.0,63.00198845058222
878,31.5,23.099999999999998,64.56234551343299
879,31.5,24.5,66.14084652339152
880,31.5,20.25,62.26522009761708
881,31.5,21.75,63.85423653550758
882,31.5,22.5,64.35268181205625
883,31.5,24.75,66.22432353416993
884,31.5,26.25,67.34521895617432
885,31.5,21.6,63.557205711607644
886,31.5,23.2,65.08488610410643
887,31.5,24.0,65.43973674651156
888,31.5,26.4,67.93958937875583
889,31.5,28.0,69.47356707179574
890,31.5,22.950000000000003,64.6428479882415
891,31.5,24.65,66.48488274469666
892,31.5,25.5,67.09538302702212
893,31.5,28.049999999999997,69.26942895152548
894,31.5,29.75,70.78463182144344
895,31.5,24.3,66.13253512009165
896,31.5,26.099999999999998,67.2984464278232
897,31.5,27.0,68.3733218839902
898,31.5,29.7,70.68510930919271
899,31.5,31.5,72.19383123337957
